ID,GlideNumber,Country,multi_country,long,lat,Area,Year,Validation,Dead,Displaced,categorised_reason,Severity
1280,0,JORDAN,no,35.7269,31.1246,24511.25,1997,News,2,0,Heavy Rain,1.0
1281,0,IRAN,no,57.1698,37.1834,30591.2,1997,News,3,0,Heavy Rain,1.0
1282,0,SUDAN,no,32.5751,16.276,20687.2,1997,News,1,300,Heavy Rain,1.0
1283,0,PORTUGAL,no,-16.9882,32.7469,771.954,1997,News,2,0,Heavy Rain,1.0
1284,0,KENYA,no,39.8117,-0.852182,8840.19,1997,News,11,10000,Heavy Rain,1.0
1285,0,TANZANIA,no,34.2604,-1.8476,28956.16,1997,News,0,400,Heavy Rain,1.0
1286,0,UGANDA,no,34.1226,1.18459,20737.67,1997,News,35,20000,Heavy Rain,1.0
1287,0,ECUADOR,no,-79.7529,-1.66383,119920.44,1997,News,27,10000,Heavy Rain,1.0
1288,0,SYRIA,no,38.3799,34.5539,138439.98,1997,News,7,0,Heavy Rain,1.0
1289,0,INDONESIA,no,99.0695,2.80788,49813.23,1997,News,3,0,Heavy Rain,1.0
1290,0,INDONESIA,no,113.312,-7.85837,6230.53,1997,News,5,0,Heavy Rain,1.0
1291,0,MALAWI,no,33.7397,-11.9549,59475.24,1997,News,4,1500,Heavy Rain,1.0
1292,0,USA,no,-96.9889,31.4835,54842.44,1997,News,4,0,Heavy Rain,1.0
1293,0,ARGENTINA,no,-63.4357,-32.7208,325475.47,1997,News,2,1000,Heavy Rain,1.0
1294,0,EGYPT,no,32.2236,29.6688,113068.3,1997,News,4,0,Heavy Rain,1.0
1295,0,INDIA,no,78.9883,13.8493,384888.4,1997,News,6,0,Heavy Rain,1.0
1296,0,AUSTRALIA,no,145.996,-18.7466,33825.92,1998,News,1,64,Tropical Cyclone,1.0
1297,0,CONGO,no,26.7574,-0.823791,958684.48,1997,News,3,20000,Tropical Cyclone,2.0
1298,0,KENYA,yes,36.7352,-2.3061,386426.39,1998,News,86,346000,Tropical Cyclone,2.0
1299,0,PERU,yes,-72.7401,-10.0704,1990345.45,1997,News,200,100000,Tropical Cyclone,1.0
1300,0,AUSTRALIA,no,131.849,-14.556,267569.3,1998,News,2,24,Tropical Cyclone,2.0
1301,0,USA,no,-80.5265,33.3837,265450.29,1998,News,42,0,Tropical Cyclone,1.0
1302,0,USA,yes,-119.707,35.1755,63270.72,1998,News,13,3500,Tropical Cyclone,2.0
1303,0,PERU,yes,-75.7124,-6.77841,1339873.49,1998,News,364,0,Tropical Cyclone,1.0
1304,0,PARAGUAY,no,-57.8725,-20.8879,317648.25,1997,News,50,100000,Tropical Cyclone,1.0
1305,0,BULGARIA,yes,28.5065,40.8159,62742.78,1997,News,1,200,Snow & Ice,1.0
1306,0,BOLIVIA,no,-64.425,-15.6996,376693.59,1998,News,60,1500,Heavy Rain,1.0
1307,0,AFGHANISTAN,no,61.9152,32.1096,75879.96,1998,News,30,3000,Heavy Rain,1.0
1308,0,PAKISTAN,yes,60.1151,27.187,165619.86,1998,News,300,240000,Heavy Rain,1.0
1309,0,AUSTRALIA,no,137.79,-16.5749,128474.03,1998,News,0,22,Tropical Cyclone,2.0
1310,0,SOUTH AFRICA,no,28.6857,-31.5385,65214.93,1998,News,7,200,Heavy Rain,1.0
1311,0,USA,no,-86.3593,32.6867,185209.85,1998,News,11,18000,Heavy Rain,2.0
1312,0,UK,no,-3.59305,52.8983,2149.31,1998,News,0,2,Heavy Rain,1.0
1313,0,SOMALIA,no,44.0844,2.27983,244738.52,1997,News,2311,250000,Heavy Rain,1.0
1314,0,MALAWI,no,35.1972,-13.8676,48379.4,1998,News,0,10000,Heavy Rain,1.0
1315,0,GREECE,no,22.2868,40.7361,20431.89,1998,News,1,0,Heavy Rain,1.0
1316,0,RUSSIA,no,39.3706,46.5334,34202.54,1998,News,1,88000,Snow & Ice,1.0
1317,0,MEXICO,no,-116.395,31.3876,8447.57,1998,News,4,800,Heavy Rain,1.0
1318,0,BRAZIL,no,-52.2934,-31.3201,54369.93,1998,News,1,0,Heavy Rain,1.0
1319,0,CHINA,no,113.08,30.3557,199739.2,1998,News,2,130000,Heavy Rain,2.0
1320,0,INDONESIA,no,109.837,-7.52394,44400.86,1998,News,0,0,Heavy Rain,1.0
1321,0,YEMEN,no,43.6641,14.5118,28619.3,1998,News,0,1600,Heavy Rain,1.0
1322,0,ZAMBIA,yes,23.1216,-17.3257,158186.65,1998,News,0,288,Heavy Rain,1.0
1324,0,USA,no,-82.2758,28.5031,19146.28,1998,News,0,560,Heavy Rain,2.0
1325,0,USA,no,-82.0641,32.3567,39686.6,1998,News,0,80,Heavy Rain,1.0
1326,0,INDONESIA,no,110.866,-7.84969,26873.79,1998,News,0,400,Heavy Rain,1.0
1327,0,IRAN,no,50.8055,31.6288,203421.89,1998,News,84,10000,Heavy Rain,1.0
1328,0,DEMOCRATIC REPUBLIC OF CONGO,no,16.0739,-5.06649,97718.77,1998,News,8,0,Heavy Rain,1.0
1329,0,USA,no,-71.0969,44.1028,46556.73,1998,News,0,0,Snow & Ice,2.0
1330,0,CANADA,no,-79.9563,45.4629,283521.75,1998,News,2,3463,Snow & Ice,1.0
1331,0,VANUATU,no,166.98,-15.4533,1537.0,1998,News,0,800,Tropical Cyclone,1.0
1332,0,CENTRAL AFRICAN REPUBLIC,no,18.107,4.73891,45900.39,1998,News,6,200,Heavy Rain,1.0
1333,0,UK,no,-0.487124,52.4385,16143.46,1998,News,5,300,Heavy Rain,2.0
1334,0,ARGENTINA,yes,-60.1238,-25.0627,541026.68,1998,News,68,700000,Heavy Rain,2.0
1335,0,USA,no,-84.3936,39.593,70592.46,1998,News,0,0,Heavy Rain,1.0
1336,0,AUSTRALIA,no,150.68,-33.4122,130852.07,1998,News,0,0,Heavy Rain,1.0
1337,0,AFGHANISTAN,no,70.1197,36.2104,117672.86,1998,News,30,5000,Heavy Rain,1.0
1338,0,AFGHANISTAN,no,63.8934,30.4727,35004.11,1998,News,0,0,Infrastructure Failure,1.0
1339,0,BRAZIL,no,-51.6527,-28.1884,209608.83,1998,News,0,11200,Heavy Rain,1.0
1340,0,USA,no,-81.7676,35.5681,79602.78,1998,News,2,1200,Heavy Rain,1.0
1341,0,POLAND,no,21.4107,50.7686,50161.72,1998,News,0,1500,Heavy Rain,1.0
1342,0,INDONESIA,no,103.962,-3.61067,114756.4,1998,News,13,400,Heavy Rain,1.0
1343,0,SOUTH AFRICA,no,22.0037,-33.1981,73478.43,1998,News,0,200,Heavy Rain,1.0
1345,0,TAJIKISTAN,no,68.9337,38.4369,59531.17,1998,News,203,20000,Heavy Rain,1.0
1346,0,CHINA,no,113.915,22.4657,5592.68,1998,News,0,0,Heavy Rain,1.0
1347,0,AFGHANISTAN,no,67.6631,34.4548,106288.47,1998,News,35,0,Heavy Rain,1.0
1348,0,USA,no,-95.4484,35.354,287302.14,1998,News,4,0,Heavy Rain,1.0
1349,0,PAPUA NEW GUINEA,no,142.971,-7.16459,53963.34,1998,News,0,30000,Heavy Rain,1.0
1350,0,TANZANIA,no,37.4212,-6.9505,169775.58,1998,News,5,4600,Heavy Rain,1.0
1351,0,PARAGUAY,no,-59.1497,-22.9217,242666.66,1998,News,55,85000,Heavy Rain,1.0
1352,0,ITALY,no,12.982,41.6911,17721.98,1998,News,148,3463,Heavy Rain,1.0
1353,0,RUSSIA,no,39.7084,59.9746,62266.04,1998,News,0,0,Snow & Ice,2.0
1354,0,AUSTRALIA,no,149.409,-28.745,209225.63,1998,News,0,0,Heavy Rain,1.0
1355,0,USA,no,-73.127,42.2478,1697.01,1998,News,0,0,Heavy Rain,2.0
1356,0,USA,no,-75.1601,40.0212,15355.36,1998,News,0,124,Heavy Rain,1.0
1357,0,INDONESIA,no,107.054,-6.65077,23656.09,1998,News,0,0,Heavy Rain,1.0
1359,0,CHINA,no,111.459,28.7172,96993.28,1998,News,0,2000,Heavy Rain,1.0
1360,0,IRAN,no,60.2508,32.7421,125228.8,1998,News,27,0,Heavy Rain,1.0
1361,0,CHINA,no,117.939,25.1204,60529.47,1998,News,11,0,Heavy Rain,1.0
1362,0,LIBERIA,no,131.959,63.9567,314770.65,1998,News,15,51000,Infrastructure Failure,2.0
1363,0,BANGLADESH,no,90.0268,23.4505,34065.64,1998,News,0,0,Tropical Cyclone,1.0
1364,0,TURKEY,no,31.4914,38.7795,142697.44,1998,News,19,514,Heavy Rain,1.0
1365,0,SOMALIA,no,41.8261,0.671164,100633.14,1998,News,0,0,Heavy Rain,1.0
1366,0,CHINA,no,83.6735,40.9204,178662.77,1998,News,11,508,Heavy Rain,1.0
1370,0,CHINA,no,112.018,26.7131,70343.63,1998,News,58,106000,Heavy Rain,2.0
1372,0,KYRGYZSTAN,no,70.3738,41.7768,45397.0,1998,News,1,8760,Heavy Rain,1.0
1374,0,KENYA,no,37.167,-0.955933,106206.57,1998,News,19,800,Heavy Rain,1.0
1376,0,AFGHANISTAN,no,66.0345,36.8574,48940.51,1998,News,30,100,Heavy Rain,1.0
1377,0,RUSSIA,no,52.982,66.6416,56635.43,1998,News,0,49,Infrastructure Failure,1.0
1378,0,TAIWAN,no,120.822,23.6609,7743.49,1998,News,3,300,Heavy Rain,1.0
1379,0,NORTH KOREA,no,127.54,38.7474,8053.09,1998,News,0,0,Coastal & Tidal,1.0
1380,0,CHINA,no,114.339,22.6488,5843.61,1998,News,1,24,Heavy Rain,1.0
1381,0,INDONESIA,no,111.879,-7.75041,27340.16,1998,News,0,180,Heavy Rain,1.0
1382,0,VIETNAM,no,105.136,21.3271,3247.25,1998,News,0,0,Heavy Rain,1.0
1383,0,INDIA,no,68.8677,24.0181,4931.72,1998,News,1126,15000,Tropical Cyclone,1.0
1384,0,BANGLADESH,yes,93.1722,26.7913,136001.75,1998,News,77,2000,Heavy Rain,1.0
1385,0,USA,no,-70.6583,44.0151,19951.35,1998,News,1,0,Heavy Rain,2.0
1386,0,TURKEY,no,42.0509,40.6454,28446.77,1998,News,9,0,Heavy Rain,1.0
1387,0,AFGHANISTAN,no,70.1175,34.4397,11603.78,1998,News,30,100,Heavy Rain,1.0
1390,0,CHINA,no,112.322,28.8202,292972.72,1998,News,575,1115000,Heavy Rain,2.0
1392,0,CHINA,no,111.905,36.6228,72123.72,1998,News,113,90000,Heavy Rain,1.0
1393,0,CHINA,no,102.714,28.9415,235631.23,1998,News,170,240000,Heavy Rain,1.0
1394,0,CHINA,no,114.847,30.3363,305479.68,1998,News,164,370000,Heavy Rain,1.0
1395,0,CHINA,no,112.868,23.1199,41223.71,1998,News,180,150000,Heavy Rain,2.0
1396,0,CHINA,no,109.874,24.8178,26915.69,1998,News,66,500000,Heavy Rain,2.0
1397,0,CHINA,no,105.422,29.6288,29725.68,1998,News,27,0,Heavy Rain,1.0
1398,0,CHINA,no,117.451,28.8404,36417.4,1998,News,51,434500,Heavy Rain,2.0
1399,0,CHINA,no,119.82,27.6882,54190.53,1998,News,126,750000,Heavy Rain,2.0
1400,0,CHINA,no,113.649,28.3755,170585.74,1998,News,40,400000,Heavy Rain,2.0
1401,0,USA,no,-93.0881,39.7927,73860.39,1998,News,0,1000,Heavy Rain,2.0
1402,0,USA,no,-120.452,37.384,4080.72,1998,News,0,0,Snow & Ice,1.0
1403,0,UK,no,-3.96748,57.6109,3551.22,1998,News,0,120,Heavy Rain,1.0
1406,0,AUSTRALIA,no,147.392,-36.9441,54956.14,1998,News,1,300,Heavy Rain,2.0
1407,0,MEXICO,no,-99.2196,17.2264,58057.89,1998,News,0,400,Heavy Rain,1.0
1408,0,SOMALIA,no,45.5657,2.63895,29465.97,1998,News,22,2000,Heavy Rain,1.0
1409,0,USA,no,-71.8819,44.1768,18116.79,1998,News,21,11000,Heavy Rain,2.0
1410,0,VIETNAM,no,105.344,21.5645,28276.08,1998,News,4,12000,Heavy Rain,1.0
1411,0,NEW ZEALAND,no,174.495,-40.5821,90967.35,1998,News,0,40,Heavy Rain,2.0
1412,0,MEXICO,no,-98.8272,18.0078,78599.82,1998,News,1,520,Heavy Rain,1.0
1413,0,BANGLADESH,yes,91.8551,25.9513,116176.66,1998,News,2632,25000000,Heavy Rain,2.0
1414,0,KYRGYZSTAN,yes,63.3028,45.5457,529.582,1998,News,93,14000,Infrastructure Failure,1.0
1415,0,SOMALIA,no,45.5127,3.04611,65726.76,1998,News,0,500,Heavy Rain,1.0
1416,0,RUSSIA,no,150.45,61.4991,102657.49,1998,News,0,56,Heavy Rain,1.0
1417,0,SRI LANKA,no,80.2213,7.38157,5703.44,1998,News,1,12500,Heavy Rain,1.0
1418,0,UGANDA,no,32.7263,0.648437,3408.41,1998,News,0,20000,Heavy Rain,1.0
1419,0,AUSTRALIA,no,149.072,-31.4627,146391.32,1998,News,1,6300,Heavy Rain,2.0
1420,0,SLOVAKIA,no,20.8647,48.8353,4900.81,1998,News,47,3618,Heavy Rain,1.0
1421,0,CZECH REPUBLIC,no,19.3608,48.8573,11.9565,1998,News,6,0,Heavy Rain,1.0
1422,0,INDONESIA,no,112.801,-7.6636,32182.57,1998,News,26,0,Heavy Rain,1.0
1423,0,POLAND,no,19.1174,49.8767,13180.01,1998,News,9,1200,Heavy Rain,1.0
1472,0,SOMALIA,no,42.9558,0.917951,8692.64,1998,News,0,300,Heavy Rain,1.0
1323,0,VANUATU,no,168.381,-17.6517,997.265,1998,News,0,1000,Tropical Cyclone,1.0
1344,0,TAJIKISTAN,no,73.0892,38.1987,44210.4,1998,News,52,1000,Heavy Rain,2.0
1358,0,CHINA,no,108.082,30.511,79574.2,1998,News,9,0,Heavy Rain,1.0
1367,0,CHINA,no,107.668,36.0394,51481.79,1998,News,37,3600,Heavy Rain,1.0
1368,0,CHINA,no,113.059,31.1389,149532.7,1998,News,8,15000,Heavy Rain,1.0
1369,0,CHINA,no,104.391,30.0976,216145.35,1998,News,10,20000,Heavy Rain,1.0
1371,0,CHINA,no,112.446,23.4359,164944.04,1998,News,15,1300,Heavy Rain,1.0
1373,0,USA,no,-120.297,44.5387,26249.5,1998,News,0,1600,Heavy Rain,1.0
1375,0,TAJIKISTAN,no,69.2454,39.6918,39903.11,1998,News,0,1200,Heavy Rain,1.0
1388,0,CHINA,no,105.065,28.6274,35148.44,1998,News,19,0,Heavy Rain,1.0
1389,0,CHINA,no,106.413,28.2752,133217.34,1998,News,90,0,Heavy Rain,1.0
1391,0,CHINA,no,112.799,29.3931,367328.26,1998,News,345,3120000,Heavy Rain,2.0
1404,0,ROMANIA,no,24.8346,47.0043,83833.29,1998,News,5,50000,Heavy Rain,1.0
1405,0,ROMANIA,no,26.8101,46.6061,79160.2,1998,News,31,5952,Heavy Rain,2.0
1424,0,NORTH KOREA,yes,127.087,38.2982,75174.08,1998,News,273,209000,Heavy Rain,2.0
1425,0,USA,no,-88.0318,42.211,54155.77,1998,News,2,600,Heavy Rain,2.0
1426,0,TURKEY,no,40.2558,40.8863,8224.46,1998,News,50,0,Heavy Rain,1.0
1427,0,RUSSIA,no,117.806,52.2417,168600.45,1998,News,0,16000,Heavy Rain,1.0
1428,0,CHINA,no,123.35,46.5755,620830.18,1998,News,89,2160000,Heavy Rain,2.0
1429,0,YEMEN,no,44.4596,14.8371,128410.56,1998,News,70,240,Heavy Rain,1.0
1430,0,ETHIOPIA,no,34.023,7.75432,28907.15,1998,News,3,66000,Heavy Rain,1.0
1431,0,NIGERIA,no,8.9692,11.8968,39717.53,1998,News,15,5000,Heavy Rain,1.0
1432,0,USA,yes,-98.3212,26.56,90194.84,1998,News,17,1750,Tropical Cyclone,2.0
1433,0,USA,no,-77.4251,35.0976,42372.92,1998,News,2,17000,Tropical Cyclone,1.0
1434,0,JAPAN,no,140.77,38.6122,73841.41,1998,News,21,2000,Heavy Rain,1.0
1435,0,SUDAN,no,34.2833,17.1112,326113.13,1998,News,25,816000,Heavy Rain,2.0
1436,0,TIBET,yes,86.8106,29.24,215634.54,1998,News,156,8000,Heavy Rain,1.0
1437,0,USA,no,-84.6151,30.511,29738.8,1998,News,3,65,Heavy Rain,1.0
1438,0,MEXICO,yes,-92.6243,15.978,447483.11,1998,News,407,400000,Tropical Cyclone,2.0
1439,0,NIGER,no,2.69808,13.7574,111379.28,1998,News,0,20000,Heavy Rain,1.0
1440,0,RUSSIA,no,132.906,48.5204,36019.2,1998,News,0,0,Heavy Rain,1.0
1441,0,USA,no,-92.5707,29.6764,60557.25,1998,News,1,17,Tropical Cyclone,1.0
1442,0,BELGIUM,yes,4.98754,51.0242,26853.61,1998,News,1,400,Heavy Rain,2.0
1443,0,CROATIA,no,16.833,45.7638,20621.49,1998,News,0,0,Heavy Rain,1.0
1444,0,INDIA,no,74.4164,20.4037,214517.36,1998,News,12,50000,Infrastructure Failure,1.0
1445,0,PHILIPPINES,no,120.781,15.0247,3669.43,1998,News,27,70512,Heavy Rain,1.0
1446,0,DOMINICAN REPUBLIC,yes,-70.8401,18.6733,67469.38,1998,News,353,11140,Tropical Cyclone,1.0
1447,0,USA,no,-87.05,30.6642,214764.31,1998,News,4,0,Tropical Cyclone,1.0
1448,0,USA,no,-94.1557,38.9567,6064.27,1998,News,11,0,Heavy Rain,1.0
1449,0,LIBERIA,no,-10.9621,7.05753,5936.01,1998,News,8,5000,Heavy Rain,1.0
1450,0,SOUTH KOREA,no,127.577,35.5953,39190.11,1998,News,19,2376,Tropical Cyclone,1.0
1451,0,JAPAN,no,134.163,33.3288,9471.48,1998,News,6,2200,Heavy Rain,2.0
1452,0,BENIN,no,2.31523,11.0162,63075.85,1998,News,5,5500,Heavy Rain,1.0
1454,0,NIGERIA,no,4.48983,8.84162,29086.58,1998,News,0,110000,Heavy Rain,1.0
1453,0,ALGERIA,no,4.12995,35.8403,15756.75,1998,News,1,700,Heavy Rain,1.0
1455,0,IRAN,no,54.2367,37.142,37475.38,1998,News,8,0,Heavy Rain,1.0
1456,0,PHILIPPINES,yes,121.589,16.9811,70498.49,1998,News,48,30000,Tropical Cyclone,1.0
1457,0,INDIA,no,79.4042,16.1464,194230.08,1998,News,230,80000,Heavy Rain,1.0
1458,0,BRAZIL,no,-51.261,-25.2628,119111.56,1998,News,0,8500,Heavy Rain,1.0
1459,0,USA,no,-98.3901,29.4084,20712.8,1998,News,29,5300,Heavy Rain,2.0
1460,0,GHANA,no,-0.150337,5.93195,25281.98,1998,News,3,0,Heavy Rain,1.0
1461,0,UK,no,-3.35863,51.6904,52224.22,1998,News,11,400,Heavy Rain,1.0
1462,0,VIETNAM,no,109.082,13.3286,24646.47,1998,News,42,0,Heavy Rain,1.0
1463,0,TAIWAN,no,121.152,23.658,24807.76,1998,News,156,400000,Heavy Rain,1.0
1464,0,HONDURAS,yes,-83.9413,12.1801,241305.54,1998,News,11000,2000000,Heavy Rain,2.0
1465,0,USA,no,-95.4115,36.7439,50302.57,1998,News,1,2000,Heavy Rain,1.0
1466,0,GERMANY,no,8.67822,51.1161,79672.26,1998,News,3,0,Heavy Rain,1.0
1467,0,UKRAINE,yes,23.4563,48.1222,91277.04,1998,News,16,25000,Heavy Rain,2.0
1468,0,DOMINICAN REPUBLIC,no,-70.7941,19.0446,32651.28,1998,News,2,200,Heavy Rain,1.0
1469,0,MOZAMBIQUE,no,34.3905,-19.7957,78988.22,1998,News,2,0,Heavy Rain,1.0
1470,0,USA,no,-95.4957,30.8786,15178.46,1998,News,0,100,Heavy Rain,1.0
1471,0,VIETNAM,no,107.783,15.9397,25144.53,1998,News,17,0,Heavy Rain,1.0
1473,0,INDONESIA,no,118.66,-8.57047,56182.25,1998,News,15,12000,Tropical Cyclone,1.0
1474,0,VIETNAM,no,107.967,15.6947,10722.75,1998,News,90,2000000,Tropical Cyclone,1.0
1475,0,VIETNAM,no,108.779,14.4466,9572.84,1998,News,49,0,Tropical Cyclone,1.0
1476,0,HONDURAS,no,-86.9888,15.4994,18006.15,1998,News,0,20000,Heavy Rain,1.0
1477,0,CONGO,no,18.9616,-3.8614,59066.92,1998,News,0,20000,Heavy Rain,1.0
1478,0,INDONESIA,no,107.063,-6.83999,46298.26,1998,News,0,9600,Heavy Rain,1.0
1479,0,USA,no,-121.499,45.7332,105292.02,1998,News,0,70,Heavy Rain,1.0
1480,0,SRI LANKA,no,81.3665,7.95553,21112.23,1998,News,0,0,Other,1.0
1481,0,MALAYSIA,no,103.263,4.28471,72079.7,1998,News,0,0,Other,1.0
1482,0,HONDURAS,no,-87.3203,15.5233,16546.85,1998,News,0,0,Other,1.0
1483,0,UK,no,-2.92996,56.0881,8195.08,1998,News,0,0,Other,1.0
1484,0,FIJI,no,179.037,-18.0546,6286.31,1999,News,0,0,Other,1.0
1485,0,USA,no,-86.4337,39.2186,18264.99,1999,News,0,0,Other,1.0
1486,0,USA,no,-82.9781,40.092,21898.24,1999,News,0,0,Other,1.0
1487,0,USA,no,-94.7091,32.2778,56744.18,1999,News,0,0,Heavy Rain,1.0
1488,0,SOUTH AFRICA,no,29.8759,-30.5573,75253.95,1999,News,7,5000,Heavy Rain,1.0
1489,0,PHILIPPINES,no,126.134,8.1918,42062.1,1999,News,24,500000,Heavy Rain,1.0
1490,0,AUSTRALIA,no,151.005,-26.4204,322868.72,1999,News,7,1400,Heavy Rain,2.0
1491,0,INDONESIA,no,102.854,-0.357822,136488.28,1999,News,2,2000,Heavy Rain,1.0
1492,0,THAILAND,no,102.126,15.5463,117753.3,1999,News,3,20000,Heavy Rain,1.0
1493,0,PHILIPPINES,no,125.997,7.916,27978.33,1999,News,39,2700,Heavy Rain,2.0
1494,0,PERU,no,-74.7936,-5.50598,107432.01,1999,News,36,40000,Heavy Rain,1.0
1495,0,COLOMBIA,no,-74.7482,6.03141,72042.07,1999,News,16,20000,Heavy Rain,1.0
1496,0,ROMANIA,yes,25.2381,49.2392,115184.25,1999,News,2,8000,Heavy Rain,2.0
1497,0,MOZAMBIQUE,no,33.4679,-23.2947,127726.03,1999,News,15,200000,Heavy Rain,2.0
1498,0,UK,no,-0.566246,54.0603,8304.1,1999,News,0,800,Heavy Rain,2.0
1499,0,AUSTRALIA,no,116.293,-22.4264,57804.48,1999,News,0,1000,Tropical Cyclone,1.0
1500,0,BOLIVIA,no,-66.7448,-12.6952,285348.93,1999,News,0,1000,Heavy Rain,1.0
1501,0,USA,no,-97.211,48.7569,9610.7,1999,News,0,0,Snow & Ice,1.0
1502,0,COLOMBIA,no,-71.5096,2.72862,360327.85,1999,News,26,300,Heavy Rain,1.0
1503,0,BELARUS,no,25.9533,52.406,130388.15,1999,News,0,2000,Snow & Ice,1.0
1504,0,PHILIPPINES,no,126.304,8.22671,27207.35,1999,News,11,200,Heavy Rain,1.0
1505,0,SRI LANKA,no,80.6769,7.44822,19024.24,1999,News,6,200000,Heavy Rain,1.0
1506,0,USA,no,-106.211,40.5341,58491.35,1999,News,0,450,Heavy Rain,2.0
1507,0,SWITZERLAND,yes,8.09713,48.9515,79469.33,1999,News,2,0,Heavy Rain,2.0
1508,0,CHINA,no,111.865,31.4841,100713.39,1999,News,3,69200,Heavy Rain,1.0
1509,0,PERU,no,-69.9695,-3.40199,184577.68,1999,News,4,250000,Heavy Rain,1.0
1510,0,RUSSIA,no,128.374,64.5213,76624.97,1999,News,0,4000,Snow & Ice,2.0
1511,0,GERMANY,yes,9.92606,48.3676,54320.02,1999,News,6,2000,Heavy Rain,2.0
1512,0,CHINA,no,116.149,27.9323,73327.2,1999,News,11,0,Heavy Rain,1.0
1513,0,PAKISTAN,no,69.8959,24.9156,59617.85,1999,News,168,200000,Tropical Cyclone,1.0
1514,0,MEXICO,no,-102.409,29.9758,162984.68,1999,News,12,0,Heavy Rain,1.0
1515,0,CHINA,no,95.886,34.8414,97849.14,1999,News,27,100000,Heavy Rain,1.0
1516,0,ROMANIA,yes,25.4239,47.1999,121165.09,1999,News,19,914,Heavy Rain,2.0
1517,0,BANGLADESH,no,91.5543,24.721,71740.1,1999,News,19,100000,Heavy Rain,1.0
1518,0,MEXICO,no,-99.0399,18.0065,53032.65,1999,News,4,15000,Tropical Cyclone,1.0
1519,0,JAPAN,no,133.427,34.8414,50659.28,1999,News,29,14000,Heavy Rain,1.0
1520,0,USA,no,-97.1147,37.6634,263026.77,1999,News,4,50,Heavy Rain,1.0
1521,0,CHINA,no,103.202,28.1269,123894.33,1999,News,49,830000,Heavy Rain,1.0
1522,0,CHINA,no,111.673,28.5161,362133.7,1999,News,725,5530000,Heavy Rain,1.0
1523,0,TAJIKISTAN,no,66.3342,40.1935,87355.4,1999,News,25,3003,Heavy Rain,1.0
1524,0,USA,no,-118.292,39.3177,4316.89,1999,News,2,0,Heavy Rain,1.0
1525,0,ROMANIA,yes,21.9585,47.5891,100811.26,1999,News,16,3225,Heavy Rain,1.0
1526,0,YUGOSLAVIA,no,20.1296,45.2537,31125.65,1999,News,7,5000,Heavy Rain,1.0
1527,0,BANGLADESH,yes,89.6291,25.5968,132357.54,1999,News,356,33100003,Heavy Rain,1.0
1528,0,AUSTRALIA,no,151.043,-33.4712,67712.26,1999,News,3,20,Heavy Rain,1.0
1529,0,CHINA,no,105.127,36.4956,35711.45,1999,News,2,0,Heavy Rain,1.0
1530,0,IRAN,no,52.7616,36.7876,31880.32,1999,News,37,8000,Heavy Rain,2.0
1531,0,USA,no,-94.4195,43.794,56673.45,1999,News,1,1500,Heavy Rain,2.0
1532,0,VIETNAM,yes,107.245,14.7952,142575.74,1999,News,46,52000,Heavy Rain,2.0
1533,0,NORTH KOREA,yes,128.133,37.5661,45338.73,1999,News,152,144000,Tropical Cyclone,2.0
1534,0,SUDAN,no,32.4508,15.5737,167131.59,1999,News,40,80000,Heavy Rain,1.0
1535,0,CAMBODIA,no,106.09,13.4329,92451.53,1999,News,9,8000,Heavy Rain,2.0
1536,0,CHINA,no,98.9663,30.4623,147169.8,1999,News,8,24000,Heavy Rain,1.0
1537,0,IRAN,no,47.6599,37.4688,63177.2,1999,News,6,0,Heavy Rain,1.0
1538,0,USA,no,-101.639,43.9886,73290.6,1999,News,1,0,Heavy Rain,1.0
1539,0,CHINA,no,111.384,27.0564,104528.16,1999,News,77,120000,Heavy Rain,1.0
1540,0,BANGLADESH,yes,90.5917,23.9425,66372.4,1999,News,18,50000,Heavy Rain,1.0
1541,0,CHAD,no,19.552,19.8554,278827.48,1999,News,0,130000,Heavy Rain,1.0
1542,0,VENEZUELA,no,-63.8563,8.12201,67744.31,1999,News,0,8000,Tropical Cyclone,1.0
1543,0,CHINA,no,113.711,23.4891,111159.49,1999,News,1,352,Heavy Rain,1.0
1544,0,USA,no,-92.7549,50.3392,29344.17,1999,News,0,0,Heavy Rain,1.0
1545,0,RUSSIA,no,134.425,45.2732,97272.46,1999,News,2,0,Tropical Cyclone,1.0
1546,0,MEXICO,no,-102.778,19.2674,126001.58,1999,News,10,1400,Tropical Cyclone,1.0
1547,0,ROMANIA,yes,25.6793,46.6241,123874.52,1999,News,2,80,Heavy Rain,1.0
1548,0,CHINA,no,117.386,27.0353,112209.14,1999,News,153,720000,Heavy Rain,1.0
1549,0,MALAYSIA,no,99.6797,7.6154,29032.52,1999,News,0,2000,Heavy Rain,1.0
1550,0,ETHIOPIA,no,39.2098,9.64183,216423.75,1999,News,0,6755,Heavy Rain,1.0
1551,0,GHANA,no,1.79199,11.1616,126690.79,1999,News,1,9000,Heavy Rain,1.0
1552,0,EL SALVADOR,no,-90.5833,14.8768,19146.13,1999,News,4,5000,Heavy Rain,1.0
1553,0,PHILIPPINES,no,121.73,15.89,22628.81,1999,News,1,4500,Heavy Rain,1.0
1554,0,NIGER,no,7.555,14.4546,212066.82,1999,News,7,22000,Heavy Rain,1.0
1555,0,USA,no,-76.7187,38.6028,175232.64,1999,News,68,35000,Tropical Cyclone,2.0
1556,0,JAPAN,no,135.664,34.5922,2621.54,1999,News,4,14521,Heavy Rain,1.0
